ORIG_FID,VisSpp1,VisCov1,VisSpp2,VisCov2,VisSpp3,VisCov3,VisSpp4,VisCov4,VisSpp5,VisCov5,CovDry,CovWat,CovEpiAlg,PatLen,PatWid,Location,PositionIn,Preassigned,MatDensity,DepToSAV,Secchi,ScAtBot,Date,Time,Latitude,Longitude,Comments
330,Coontail,0.1,,,,,,,,,,0.7,,M (5-10m),S (3-5m),center,,No,,0,0.75,No,20070625,03:09:53pm,38.30782548,-121.6821309,
331,Watermilfoil,0.7,,,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,0,5,No,20070626,03:34:58pm,38.29033021,-121.6258907,
332,Watermilfoil,0.5,Coontail,0.1,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,0,3.25,No,20070626,03:38:20pm,38.2916553,-121.6294846,
333,Coontail,0.5,,,,,,,,,,,,L (10-15m),S (3-5m),side,,No,,0.5,2.5,No,20070626,03:49:58pm,38.29010968,-121.6454037,
334,Watermilfoil,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),center,,No,,0,2,No,20070626,10:30:06am,38.27893597,-121.6390762,
335,Watermilfoil,0.9,,,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0,1.25,No,20070626,10:38:53am,38.27422241,-121.6413545,
336,Watermilfoil,0.7,,,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,2.5,No,20070626,10:43:48am,38.26891109,-121.6408455,
337,Watermilfoil,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,0,1.5,No,20070626,10:47:57am,38.26545138,-121.6443212,
338,Egeria,0.7,Watermilfoil,0.3,Elodea,0.01,Coontail,0.01,,,,,,XL (>15m),S (3-5m),side,,No,,0,1.5,No,20070626,10:52:21am,38.26239318,-121.6485011,"main = elodea, some coon, mil"
339,Watermilfoil,0.9,Egeria,0.9,Elodea,0.01,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,1.5,No,20070626,10:56:09am,38.26111633,-121.651723,elodea under
340,Watermilfoil,0.5,Elodea,0.9,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,5.5,No,20070626,02:25:08pm,38.259456,-121.5942627,elodea underneath
341,Watermilfoil,0.7,,,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,4.5,No,20070626,02:27:33pm,38.26155112,-121.5934662,
342,Parrotfeather,0.7,Watermilfoil,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0.5,3.5,Yes,20070626,02:31:32pm,38.26244169,-121.5894774,elOdea
343,Watermilfoil,0.9,Elodea,0.5,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,5.5,No,20070626,02:34:37pm,38.26815019,-121.5880607,elodea underneath
344,Egeria,0.1,Watermilfoil,0.5,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,0,2,No,20070626,11:02:24am,38.25694916,-121.6523639,
345,Coontail,0.5,,,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,0,1.5,No,20070626,11:10:02am,38.2494602,-121.6571703,
346,Watermilfoil,0.7,,,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,4,No,20070626,02:14:16pm,38.25030769,-121.602872,
347,Watermilfoil,0.7,Elodea,,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,3,No,20070626,03:00:01pm,38.25463831,-121.6004705,elodEa underneath
348,Parrotfeather,0.5,Watermilfoil,0.5,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4.5,No,20070626,03:04:25pm,38.25527685,-121.6007875,elodea
349,Watermilfoil,0.2,Coontail,0.1,,,,,,,,0.7,,S (3-5m),S (3-5m),center,,No,,2,0.5,No,20070625,02:13:40pm,38.24931567,-121.6731446,"canopy > .5, milf and coon"
351,Watermilfoil,0.5,Coontail,0.1,Egeria,0.3,Elodea,0.01,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,2,Yes,20070626,11:13:40am,38.24609978,-121.6588086,elodea under
352,Egeria,0.7,Coontail,0.7,Elodea,0.01,Watermilfoil,0.01,Curlyleaf,0.01,,,,XL (>15m),S (3-5m),center,,No,,0,2,No,20070626,11:16:19am,38.24503488,-121.6583174,"main=elodea, mixed=eg, mil, coon, cpw"
353,Algae,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,0.5,Yes,20070626,11:23:43am,38.23486849,-121.6668109,
354,Coontail,0.7,Algae,0.1,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,2,No,20070626,11:25:40am,38.23442706,-121.667515,
355,Coontail,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0.5,,No,20070626,11:28:03am,38.2341991,-121.6681653,
356,Sago,0.5,Watermilfoil,0.3,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,2,Yes,20070626,11:33:14am,38.232893,-121.6719107,
357,Watermilfoil,0.5,,,,,,,,,,0.3,,XL (>15m),L (10-15m),center,,No,,0,1.5,No,20070626,11:41:39am,38.23002703,-121.6728425,
358,Watermilfoil,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,2.5,Yes,20070626,02:02:34pm,38.22664069,-121.6018228,
359,Egeria,0.9,Algae,0.5,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,4.5,No,20070626,01:50:11pm,38.21085805,-121.6078028,
360,Watermilfoil,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0,5.5,No,20070626,01:54:37pm,38.21229445,-121.6080672,
361,Watermilfoil,0.7,Egeria,0.9,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0,4.5,No,20070626,01:47:50pm,38.20733851,-121.6103484,eg underneath
362,Watermilfoil,0.1,,,,,,,,,,0.7,,XL (>15m),L (10-15m),center,,No,,0,2,No,20070626,11:49:53am,38.20847151,-121.6567429,
363,Am_Pondweed,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,0,1.5,No,20070626,11:52:37am,38.20830173,-121.6565807,
364,Watermilfoil,0.7,Mixed,0.1,Algae,0.3,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4,No,20070626,01:40:57pm,38.20377777,-121.6102935,
365,Watermilfoil,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4,No,20070626,01:43:24pm,38.20654257,-121.6105569,
366,Am_Pondweed,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),center,,No,,0,2,No,20070626,11:57:47am,38.18959742,-121.657728,
367,Watermilfoil,0.7,,,,,,,,,,0.1,,XL (>15m),S (3-5m),side,,No,,0,2,No,20070626,11:59:19am,38.18948466,-121.6580207,
368,Egeria,0.3,Watermilfoil,0.3,Coontail,0.1,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,2.5,No,20070626,01:13:13pm,38.18689094,-121.6434871,
369,Watermilfoil,0.7,,,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,4.5,No,20070626,01:17:44pm,38.19186654,-121.6361701,
370,Watermilfoil,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,4.78,No,20070626,01:19:50pm,38.19259071,-121.6332743,
371,Watermilfoil,0.7,,,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,5,No,20070626,01:25:40pm,38.19329052,-121.6203997,
372,Watermilfoil,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,0,4,No,20070626,01:28:40pm,38.19579801,-121.6172482,
373,Watermilfoil,0.5,,,,,,,,,,0.3,,XL (>15m),S (3-5m),center,,No,,0.25,1.5,No,20070626,12:05:45pm,38.18328983,-121.6651173,
374,Watermilfoil,0.7,Am_Pondweed,0.1,,,,,,,,,,XL (>15m),S (3-5m),range finder,,No,,0,2,No,20070626,12:08:04pm,38.18068956,-121.6612128,
375,Watermilfoil,0.5,Sago,0.1,,,,,,,,0.1,,XL (>15m),L (10-15m),center,,No,,0,2.25,No,20070626,12:44:34pm,38.18039358,-121.6620492,
376,Watermilfoil,0.5,,,,,,,,,,0.3,,XL (>15m),L (10-15m),center,,No,,0,2,No,20070626,12:46:56pm,38.17990176,-121.6628826,
377,Watermilfoil,0.7,,,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0,3,No,20070626,12:49:39pm,38.18132734,-121.6597243,
378,Egeria,0.9,Curlyleaf,0.1,Watermilfoil,0.01,Coontail,0.01,,,,,,XL (>15m),S (3-5m),center,,No,,0,4.5,No,20070626,12:59:22pm,38.18197313,-121.6561531,"mixed=mil, coon"
379,Watermilfoil,0.9,Egeria,0.01,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,3.5,No,20070626,01:01:38pm,38.18239328,-121.6544264,eg underneath in parts
380,Watermilfoil,0.7,Curlyleaf,0.1,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4,No,20070626,01:04:17pm,38.18353762,-121.6505466,
381,Watermilfoil,0.9,Parrotfeather,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0,4.5,No,20070626,01:07:04pm,38.18561781,-121.644824,
382,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,0,,No,20070627,10:13:29am,38.10908109,-121.6147252,too weedy 4 secchi
383,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,0,,No,20070627,10:16:01am,38.10955774,-121.6145686,too weedy 4 secchi
384,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,0,,No,20070627,10:17:52am,38.11004573,-121.6146505,too weedy 4 secchi
385,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,0,,No,20070627,10:20:05am,38.11014713,-121.6148654,too weedy 4 secchi
386,Egeria,0.7,Algae,0.7,Curlyleaf,0.1,,,,,,,,XL (>15m),M (5-10m),center,,Yes,,0,3.5,No,20070627,10:24:54am,38.11119872,-121.6150582,
387,Egeria,0.7,Algae,0.7,Curlyleaf,0.1,Coontail,0.1,,,,,,XL (>15m),S (3-5m),center,,No,,0,3.5,No,20070627,10:34:30am,38.11217009,-121.6155952,
388,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,5.5,No,20070627,11:06:57am,38.11602566,-121.6204093,
389,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,0,4,No,20070627,11:11:55am,38.11623957,-121.6217372,
390,Egeria,0.7,Coontail,0.1,Algae,0.7,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,1.5,Yes,20070627,11:16:57am,38.1164588,-121.623647,
391,Egeria,0.7,Coontail,0.1,Algae,0.7,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4.5,No,20070627,11:22:00am,38.11656412,-121.6261025,
392,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,4,Yes,20070627,11:26:22am,38.11670365,-121.6277793,
393,Egeria,0.9,Algae,0.7,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,0,2,Yes,20070627,12:18:27pm,38.11683868,-121.6237358,
394,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,5,6,No,20070627,12:30:28pm,38.11657032,-121.6280585,
395,Coontail,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,Yes,,0,3.5,No,20070627,10:38:39am,38.1135721,-121.6173973,
396,Curlyleaf,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,Yes,,0,4,No,20070627,10:22:32am,38.11132979,-121.6150901,
397,Curlyleaf,0.9,Coontail,0.9,Algae,0.3,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,4.25,No,20070627,10:28:11am,38.11182946,-121.6151469,coon underneath
398,Curlyleaf,0.7,Egeria,0.7,Elodea,0.1,Algae,0.5,,,,,,XL (>15m),S (3-5m),center,,Yes,,0,2,Yes,20070627,10:46:07am,38.11465231,-121.6190043,other=elodea
399,Coontail,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,0,5.75,No,20070627,11:29:33am,38.11684499,-121.6291812,"more, larger deeper"
400,Algae,0.9,Egeria,0.7,Coontail,0.1,,,,,,,,L (10-15m),S (3-5m),center,,No,,0,5,No,20070627,11:42:02am,38.11681424,-121.6215729,
401,Algae,0.9,Egeria,0.9,Azolla,0.1,,,,,,,,L (10-15m),M (5-10m),center,,No,,0,1,Yes,20070627,11:45:54am,38.11684208,-121.6226736,
402,Algae,0.9,Egeria,0.7,Coontail,0.1,,,,,,,,XL (>15m),M (5-10m),center,,No,,0.5,6,No,20070627,12:25:40pm,38.1172161,-121.6289243,
403,Watermilfoil,0.7,,,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,3,Yes,20070627,02:49:34pm,38.10969612,-121.5770585,
404,Watermilfoil,0.7,,,,,,,,,,0.1,,XL (>15m),L (10-15m),center,,No,,0,5,No,20070627,02:55:42pm,38.11649907,-121.5858143,
405,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,6.5,No,20070627,09:09:10am,38.10575866,-121.5970713,
406,Egeria,0.7,Algae,0.5,Cabomba,0.1,,,,,,,,XL (>15m),S (3-5m),range finder,,No,,0,6.5,No,20070627,09:13:29am,38.10596857,-121.5974936,
407,Egeria,0.5,Cabomba,0.5,Watermilfoil,0.1,Sago,0.01,Algae,0.01,,,,XL (>15m),S (3-5m),side,,No,,0,4.5,No,20070627,09:18:12am,38.10657372,-121.5986848,"cab,, mil, pw, alg"
408,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,5,No,20070627,09:24:48am,38.10712208,-121.6000254,
409,Egeria,0.7,Cabomba,0.1,Algae,0.7,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,5.75,No,20070627,09:30:07am,38.10762214,-121.6016361,
410,Egeria,0.9,Algae,0.5,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,0,4.5,No,20070627,09:42:50am,38.1081492,-121.6048388,
411,Egeria,0.7,Watermilfoil,0.1,Algae,0.5,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,5.5,No,20070627,09:47:17am,38.10761722,-121.6108648,
412,Egeria,0.7,Curlyleaf,0.1,Algae,0.7,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,5,No,20070627,09:51:42am,38.10739765,-121.612354,
413,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,0,5.75,No,20070627,09:54:48am,38.10727378,-121.612865,
414,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,,No,20070627,10:11:40am,38.10867694,-121.6146717,too weedy 4 secchi
415,Egeria,0.7,Cabomba,0.1,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,0,5,No,20070627,02:35:34pm,38.10196586,-121.5628496,mixed fartger out
416,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,0,1,Yes,20070628,10:52:03am,38.09861622,-121.623224,
417,Egeria,0.9,Curlyleaf,0.01,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0,4.25,No,20070628,11:08:48am,38.09986273,-121.618766,cpw on inside
418,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,0,4,No,20070628,11:22:01am,38.10025066,-121.611586,
419,Egeria,0.7,Curlyleaf,0.01,,,,,,,,0.1,,XL (>15m),S (3-5m),side,,No,,0,3,No,20070628,11:36:51am,38.09820877,-121.5969685,cpw on outside
420,Am_Pondweed,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,0,5,No,20070627,09:21:55am,38.10709091,-121.5997272,
421,Watermilfoil,0.7,Cabomba,0.1,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,4.5,No,20070627,09:33:39am,38.10798091,-121.6030692,
422,Algae,0.7,Algae,0.1,Egeria,,,,,,,,,XL (>15m),S (3-5m),side,,No,,0,4.5,No,20070627,09:39:55am,38.10790596,-121.6043951,
423,Am_Pondweed,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0,4,No,20070627,09:57:24am,38.10654893,-121.6141037,
424,Curlyleaf,0.7,Am_Pondweed,0.1,Watermilfoil,0.1,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,5.75,No,20070627,10:03:15am,38.10645756,-121.6146198,
425,Algae,0.9,Egeria,0.7,,,,,,,,,,M (5-10m),M (5-10m),center,,Yes,,0,1,Yes,20070627,10:07:49am,38.10816143,-121.6141162,
426,Sago,0.7,Curlyleaf,0.1,,,,,,,,0.1,,XL (>15m),L (10-15m),center,,No,,0,4,No,20070627,12:55:21pm,38.10621876,-121.6135633,
428,Watermilfoil,0.5,Sago,0.1,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,4.5,No,20070627,01:03:29pm,38.10638268,-121.6103114,
429,Am_Pondweed,0.5,Mixed,0.1,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0,3,No,20070627,01:05:55pm,38.10655269,-121.6090059,
430,Sago,0.7,,,,,,,,,,0.1,,XL (>15m),L (10-15m),center,,No,,0,4.5,No,20070627,01:08:26pm,38.10680599,-121.607875,
431,Sago,0.5,,,,,,,,,,0.3,,XL (>15m),L (10-15m),center,,No,,0,4,No,20070627,01:11:05pm,38.10672715,-121.6061475,
432,Sago,0.7,,,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0,3.5,No,20070627,01:12:58pm,38.10615406,-121.6049801,
433,Am_Pondweed,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0,3.5,No,20070627,01:13:55pm,38.10620983,-121.6049296,
434,Curlyleaf,0.5,Sago,0.3,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3.5,No,20070627,01:16:08pm,38.10600229,-121.6040749,
435,Curlyleaf,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,0,4,No,20070627,01:25:19pm,38.1055017,-121.6001315,
436,Sago,0.5,Curlyleaf,0.3,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,0,3.5,No,20070627,01:28:05pm,38.10542716,-121.5996965,
437,Curlyleaf,0.3,,,,,,,,,,0.3,,L (10-15m),M (5-10m),center,,No,,0.5,3.5,No,20070627,01:31:03pm,38.10495242,-121.5966644,
438,Curlyleaf,0.7,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3.5,No,20070627,01:34:34pm,38.10372844,-121.5926563,
439,Curlyleaf,0.7,,,,,,,,,,0.1,,L (10-15m),M (5-10m),center,,No,,1,4.5,No,20070627,01:39:01pm,38.10171092,-121.5848731,
440,Sago,0.7,,,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,1.5,4.5,No,20070627,01:40:57pm,38.10091153,-121.5838578,
441,Curlyleaf,0.7,Am_Pondweed,0.1,,,,,,,,0.1,,XL (>15m),L (10-15m),center,,No,,0.5,4.25,No,20070627,01:45:07pm,38.10143991,-121.5801471,
442,Am_Pondweed,0.7,Sago,0.01,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,0,4,No,20070627,01:47:23pm,38.10132655,-121.5788622,next to pw sp
443,Am_Pondweed,0.7,Sago,0.1,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,0,3.5,No,20070627,01:49:12pm,38.10038924,-121.5787281,
444,Sago,0.7,,,,,,,,,,0.1,,L (10-15m),L (10-15m),center,,No,,0,3.25,No,20070627,01:53:00pm,38.09889209,-121.5761745,
445,Curlyleaf,0.5,Sago,0.1,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0,2,No,20070627,01:55:24pm,38.0982682,-121.5750376,
446,Curlyleaf,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,1,3.5,No,20070627,02:01:12pm,38.09663974,-121.5744913,
447,Watermilfoil,0.5,Curlyleaf,0.1,,,,,,,,0.1,,XL (>15m),L (10-15m),center,,No,,0,3.5,No,20070627,02:09:43pm,38.09589978,-121.5707222,
448,Curlyleaf,0.7,,,,,,,,,,0.1,,M (5-10m),M (5-10m),center,,No,,1,3.5,No,20070627,02:20:21pm,38.09636639,-121.5667322,
449,Curlyleaf,0.3,Watermilfoil,0.3,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,3.5,No,20070627,02:23:33pm,38.09595958,-121.5660376,
450,Watermilfoil,0.5,,,,,,,,,,0.3,,XL (>15m),M (5-10m),center,,No,,0,4.5,No,20070627,02:25:55pm,38.09878377,-121.5635657,
451,Cabomba,0.9,Algae,0.7,Watermilfoil,0.01,Egeria,0.01,,,,,,L (10-15m),L (10-15m),center,,No,,0,4.5,No,20070627,02:32:12pm,38.1004406,-121.5629877,"mil on outside, eg underneath"
452,Watermilfoil,0.7,Mixed,0.1,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0,4.5,No,20070627,02:40:28pm,38.10519261,-121.5644984,
453,Watermilfoil,0.7,,,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0,4.5,No,20070627,02:45:33pm,38.10803005,-121.5697149,
454,Sago,0.7,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,2.5,No,20070628,10:57:08am,38.09962511,-121.621404,
455,Sago,0.5,Curlyleaf,0.1,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0,3.5,No,20070628,10:59:18am,38.10017879,-121.6209207,
456,Curlyleaf,0.5,,,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,0,2.5,No,20070628,11:02:10am,38.09961961,-121.6224734,
457,Curlyleaf,0.7,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3,No,20070628,11:04:33am,38.10065673,-121.6190138,
458,Sago,0.7,,,,,,,,,,0.1,,XL (>15m),L (10-15m),center,,No,,0,3,No,20070628,11:05:59am,38.10094355,-121.617839,
459,Curlyleaf,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,3,No,20070628,11:11:42am,38.10009193,-121.6171059,
460,Sago,0.7,,,,,,,,,,0.1,,L (10-15m),M (5-10m),center,,No,,0,3.25,No,20070628,11:14:09am,38.10036071,-121.6161567,
461,Sago,0.7,Curlyleaf,0.1,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,0,3.5,No,20070628,11:16:56am,38.10062992,-121.6144171,
462,Curlyleaf,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,0,3,No,20070628,11:18:14am,38.1005173,-121.614229,
463,Curlyleaf,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3.5,No,20070628,11:24:46am,38.10081179,-121.6083136,
464,Sago,0.7,,,,,,,,,,0.1,,XL (>15m),XL (>15m),center,,No,,0,3,No,20070628,11:26:54am,38.10160118,-121.6088506,
465,Curlyleaf,0.7,,,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,3.5,No,20070628,11:29:34am,38.10094885,-121.606191,
466,Sago,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3.5,No,20070628,11:32:52am,38.09898949,-121.5970381,
467,Egeria,0.7,,,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,3,No,20070628,11:35:23am,38.09808019,-121.5966378,eg on inside
468,Sago,0.7,,,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,3,No,20070628,11:39:31am,38.09793523,-121.5937212,
469,Am_Pondweed,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,0,3.5,No,20070628,11:41:53am,38.09766921,-121.5927909,
470,Curlyleaf,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,3,No,20070628,11:43:47am,38.09745036,-121.59228,
471,Curlyleaf,0.7,,,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0,3,No,20070628,11:45:32am,38.09729332,-121.5916686,
472,Curlyleaf,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,3.5,No,20070628,11:47:42am,38.09662897,-121.5897495,
473,Curlyleaf,0.7,,,,,,,,,,0.1,,XL (>15m),M (5-10m),,,No,,0,2.5,No,20070628,11:53:01am,38.09623196,-121.5877964,
474,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,0,2,Yes,20070614,10:54:59am,38.08387896,-121.6475417,
475,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,5,Yes,20070614,11:05:20am,38.08409865,-121.6491265,
476,Curlyleaf,0.7,,,,,,,,,,0.3,,XL (>15m),S (3-5m),center,,No,,0,3.5,No,20070614,10:47:08am,38.08595019,-121.6478005,
477,Watermilfoil,0.7,,,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,0,5,Yes,20070614,10:49:51am,38.08458883,-121.6474363,
478,Egeria,0.9,Algae,0.3,,,,,,,,,,L (10-15m),M (5-10m),side,,No,,0,2.5,No,20070628,09:52:54am,38.09325687,-121.6639293,
479,Egeria,0.9,Algae,0.5,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4,No,20070628,09:56:44am,38.09290815,-121.6655495,
480,Egeria,0.9,Algae,0.5,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4.5,No,20070628,09:59:00am,38.09250696,-121.6672672,
481,Egeria,0.9,Algae,0.1,,,,,,,,,,M (5-10m),S (3-5m),side,,No,,0,3.5,No,20070628,10:07:11am,38.09178893,-121.6695821,
482,Egeria,0.9,Algae,0.3,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3,No,20070628,12:00:27pm,38.09332635,-121.5812825,
483,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,0,3.5,No,20070628,12:41:47pm,38.09411257,-121.587619,
484,Egeria,0.9,Algae,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,2.5,No,20070628,12:45:06pm,38.09384825,-121.5901503,alg on inside
485,Egeria,0.9,Algae,0.5,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3.5,No,20070628,12:47:05pm,38.09453192,-121.5901065,alg on inside
486,Sago,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0,3.5,No,20070628,10:13:18am,38.08945628,-121.6747733,
487,Curlyleaf,0.7,Am_Pondweed,0.1,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,0,3.5,No,20070628,10:15:02am,38.08932543,-121.6750495,
488,Curlyleaf,0.5,Sago,0.1,,,,,,,,0.1,,L (10-15m),M (5-10m),side,,No,,0,3.5,No,20070628,10:24:04am,38.09353422,-121.6673055,
489,Curlyleaf,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,0,2,Yes,20070628,10:26:08am,38.0936523,-121.6663822,
490,Sago,0.5,Curlyleaf,0.3,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0,3.5,No,20070628,10:29:57am,38.09341291,-121.6617219,
491,Am_Pondweed,0.3,Curlyleaf,0.3,Sago,0.3,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4,No,20070628,10:32:56am,38.09243435,-121.6587473,
492,Sago,0.5,Curlyleaf,0.3,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,0,3.5,No,20070628,10:35:04am,38.09204748,-121.6581531,
493,Curlyleaf,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3.5,No,20070628,10:36:41am,38.09182542,-121.6577173,
494,Sago,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0,3.5,No,20070628,10:39:40am,38.09140772,-121.6569405,
