ORIG_FID,VisSpp1,VisCov1,VisSpp2,VisCov2,VisSpp3,VisCov3,VisSpp4,VisCov4,VisSpp5,VisCov5,CovDry,CovWat,CovEpiAlg,PatLen,PatWid,Location,PositionIn,Preassigned,MatDensity,DepToSAV,Secchi,ScAtBot,Date,Time,Latitude,Longitude,Comments,RkTthCov,RkSpp1,RkCov1,RkSpp2,RkCov2,RkSpp3,RkCov3,RkSpp4,RkCov4,RkSpp5,RkCov5
132,Egeria,0.5,Coontail,0.3,,,,,,,,,,L (10-15m),S (3-5m),center,,Yes,,0,4.75,Yes,10/29/2007,12:08:07pm,38.00948138,-121.6683291,egd50 coo50,,Egeria,0.5,Coontail,0.5,,,,,,
135,Egeria,0.5,Coontail,0.3,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,2,4.75,No,10/29/2007,01:56:39pm,38.02054569,-121.6577188,egd100,,Egeria,1,,,,,,,,
136,Egeria,0.7,Coontail,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,1.5,3,Yes,10/29/2007,02:08:56pm,38.02429625,-121.660568,egd85 coo15,,Egeria,0.85,Coontail,0.15,,,,,,
160,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,3,5,Yes,10/31/2007,12:38:57pm,38.05148074,-121.6374325,EGD98COO2,,Egeria,0.98,Coontail,0.02,,,,,,
162,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,2,4.5,Yes,10/31/2007,01:39:26pm,38.05778759,-121.6477453,EGD98COO2,,Egeria,0.98,Coontail,0.02,,,,,,
169,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,4.5,No,10/31/2007,02:09:54pm,38.07512267,-121.6468915,EGD98COO2,,Egeria,0.98,Coontail,0.02,,,,,,
171,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,5,No,10/31/2007,02:18:49pm,38.07926131,-121.6466704,EGD60COO40,,Egeria,0.6,Coontail,0.4,,,,,,
183,Egeria,0.9,Coontail,0.1,,,,,,,,,,L (10-15m),M (5-10m),center,,Yes,,0,2.5,Yes,11/1/2007,08:51:28am,38.0507213,-121.5279785,COO100,,Coontail,1,,,,,,,,
185,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3,Yes,11/1/2007,10:17:47am,38.0518475,-121.5364128,EGD95COO5,,Egeria,0.95,Coontail,0.05,,,,,,
187,Egeria,0.7,Coontail,0.1,,,,,,,,0.3,,L (10-15m),M (5-10m),center,,No,,0,6,No,11/1/2007,10:47:12am,38.04802238,-121.5361788,EGD70COO30,,Egeria,0.7,Coontail,0.3,,,,,,
214,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,3,3,No,10/30/2007,01:51:22pm,38.03583048,-121.6189094,EGD98COO2,,Egeria,0.98,Coontail,0.02,,,,,,
216,Egeria,0.5,Coontail,0.5,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,1.5,3,No,10/30/2007,02:07:58pm,38.04063213,-121.6210197,EGD50COO50,,Egeria,0.5,Coontail,0.5,,,,,,
225,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,3.5,,No,10/31/2007,12:55:27pm,38.0542605,-121.6493061,EGD95COO5,,Egeria,0.95,Coontail,0.05,,,,,,
227,Egeria,0.7,Coontail,0.3,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,3,4.5,No,10/31/2007,01:26:58pm,38.04852447,-121.6366031,EGD50COO50,,Egeria,0.5,Coontail,0.5,,,,,,
230,Egeria,0.7,Coontail,0.3,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,Yes,,0,0.75,Yes,11/1/2007,10:05:04am,38.04851217,-121.5244251,COO95EGD5,,Coontail,0.95,Egeria,0.05,,,,,,
241,Egeria,0.9,Coontail,0.1,,,,,,,,0.1,,L (10-15m),M (5-10m),center,,Yes,,0,4,No,10/29/2007,08:52:31am,38.01818052,-121.7398569,EGD90COO10,,Egeria,0.9,Coontail,0.1,,,,,,
244,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),M (5-10m),center,,Yes,,0.75,1.5,Yes,10/29/2007,09:58:16am,38.01449056,-121.7334263,EGD80COO20,,Egeria,0.8,Coontail,0.2,,,,,,
268,Egeria,0.1,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0.5,2,Yes,10/29/2007,11:17:39am,38.01836882,-121.737167,EGD85COO15,,Egeria,0.85,Coontail,0.15,,,,,,
273,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,3,3.5,No,10/29/2007,01:15:25pm,38.01354092,-121.7228963,EGD80COO20,,Egeria,0.8,Coontail,0.2,,,,,,
299,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5.75,,No,10/31/2007,08:57:02am,38.03215182,-121.5997213,EGD98COO2,,Egeria,0.98,Coontail,0.02,,,,,,
305,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5.75,,No,10/31/2007,09:26:26am,38.03702772,-121.6113574,EGD98COO2,,Egeria,0.98,Coontail,0.02,,,,,,
327,Egeria,0.1,Coontail,0.1,,,,,,,,,,S (3-5m),S (3-5m),,,Yes,,,5,No,10/31/2007,09:39:00am,38.04327198,-121.3712904,COO100,,Coontail,1,,,,,,,,
356,Egeria,0.7,Coontail,0.1,,,,,,,,0.3,,M (5-10m),M (5-10m),,,Yes,,,3,Yes,10/31/2007,09:11:20am,38.04570316,-121.3737566,EGD70COO30,,Egeria,0.7,Coontail,0.3,,,,,,
563,Egeria,0.7,Coontail,0.1,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,1,6,No,11/1/2007,10:34:14am,38.10783476,-121.6097866,egd100,,Egeria,1,,,,,,,,
620,Egeria,0.7,Coontail,0.1,,,,,,,,,,L (10-15m),M (5-10m),side,,No,,1.5,6.75,No,10/30/2007,11:03:13am,38.04970103,-121.4680448,99 eg 1 coon,,Egeria,0.99,Coontail,0.01,,,,,,
409,Egeria,0.7,Curlyleaf,0.3,Algae,0.1,,,,,,,,L (10-15m),M (5-10m),range finder,,No,,1,9.5,No,10/31/2007,02:51:50pm,38.08962275,-121.4803501,EGD70CPW20ALG10,,Egeria,0.7,Curlyleaf,0.2,Algae,0.1,,,,
453,Egeria,0.7,Curlyleaf,0.1,Cabomba,0.1,,,,,,,,XL (>15m),M (5-10m),center,,No,,1.5,4,No,10/29/2007,11:07:07am,38.00808843,-121.4600909,50 curly 45 eg 5 cab,,Curlyleaf,0.5,Egeria,0.45,Cabomba,0.05,,,,
237,Egeria,0.9,Curlyleaf,0.1,Coontail,0.1,,,,,,,,XL (>15m),L (10-15m),range finder,,No,,1.5,4,Yes,11/1/2007,01:33:53pm,37.99888349,-121.5218801,EGD100,,Egeria,1,,,,,,,,
454,Egeria,0.9,Curlyleaf,0.1,Watermilfoil,0.1,,,,,,,,L (10-15m),M (5-10m),center,,No,,1,3.5,No,10/29/2007,11:20:29am,38.00581181,-121.4609836,100 eg,,Egeria,1,,,,,,,,
552,Egeria,0.9,Curlyleaf,0.1,Watermilfoil,0.1,Coontail,0.1,,,,,,L (10-15m),L (10-15m),center,,Yes,,0,6,Yes,11/1/2007,09:00:53am,38.11126391,-121.6150288,egd50 alg40 coo6 cpw4 mil,,Egeria,0.5,Algae,0.4,Coontail,0.06,Curlyleaf,0.04,,
201,Egeria,0.9,Curlyleaf,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,1,6,Yes,11/1/2007,03:00:44pm,38.04698199,-121.5255404,EGD100,,Egeria,1,,,,,,,,
226,Egeria,0.9,Curlyleaf,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,4.5,,No,10/31/2007,12:59:33pm,38.05387549,-121.6519723,EGD100,,Egeria,1,,,,,,,,
314,Egeria,0.7,Curlyleaf,0.1,,,,,,,,0.3,,XL (>15m),XL (>15m),center,,No,,4.5,6,Yes,10/31/2007,10:42:13am,38.06098525,-121.5859553,EGD70CPW30,,Egeria,0.7,Curlyleaf,0.3,,,,,,
315,Egeria,0.7,Curlyleaf,0.1,,,,,,,,0.3,,XL (>15m),XL (>15m),center,,No,,6,7,Yes,10/31/2007,10:49:11am,38.06221242,-121.5885565,EGD60CPW40,,Egeria,0.6,Curlyleaf,0.4,,,,,,
586,Egeria,0.7,Curlyleaf,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,Yes,,,,No,11/1/2007,03:52:05pm,38.07503617,-121.5742532,egd100,,Egeria,1,,,,,,,,
263,Egeria,0.7,Elodea,0.3,Coontail,0.1,,,,,,,,L (10-15m),M (5-10m),center,,No,,1.5,1.5,Yes,10/29/2007,10:10:57am,38.01653976,-121.7335212,EGD60ELO30COO10,,Egeria,0.6,Elodea,0.3,Coontail,0.1,,,,
245,Egeria,0.9,Elodea,0.1,Curlyleaf,0.1,,,,,,,,XL (>15m),M (5-10m),center,,Yes,,1,1.5,Yes,10/29/2007,10:29:37am,38.01760112,-121.7347439,EGD80ELO10CPW10,,Egeria,0.8,Elodea,0.1,Curlyleaf,0.1,,,,
487,Egeria,0.5,Mixed,0.1,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,5,6,No,10/30/2007,11:08:19am,38.04849484,-121.4692974,100 eg,,Egeria,1,,,,,,,,
583,Egeria,0.5,Mixed,0.3,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,6,Yes,11/1/2007,03:26:07pm,38.10707284,-121.5669187,egd85 alg15,,Egeria,0.85,Algae,0.15,,,,,,
301,Egeria,0.9,Sago,0.1,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5,,No,10/31/2007,09:07:15am,38.03400176,-121.6047469,EGD95COO2SAG3,,Egeria,0.95,Coontail,0.02,Sago,0.03,,,,
27,Egeria,0.7,Sago,0.1,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0.5,6.5,Yes,10/29/2007,08:38:18am,38.02223113,-121.6907108,egd100,,Egeria,1,,,,,,,,
29,Egeria,0.9,Sago,0.1,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,1,5.5,Yes,10/29/2007,08:55:04am,38.01991222,-121.6871894,egd90 pwd10,,Egeria,0.9,Sago,0.1,,,,,,
7,Egeria,0.7,Tule,0.1,Coontail,0.1,,,,,,,,S (3-5m),S (3-5m),side,,No,,1,2.25,Yes,11/1/2007,09:24:43am,38.00307903,-121.5717921,egd90 coo10,,Egeria,0.9,Coontail,0.1,,,,,,
9,Egeria,0.5,Tule,0.3,Coontail,0.1,,,,,,,,S (3-5m),S (3-5m),side,,No,,0.76,,No,11/1/2007,09:35:24am,38.00244713,-121.5690512,egd60 coo40,,Egeria,0.6,Coontail,0.4,,,,,,
10,Egeria,0.5,Tule,0.3,Coontail,0.1,,,,,,,,S (3-5m),S (3-5m),center,,No,,0.5,,No,11/1/2007,09:43:56am,38.00154488,-121.5692132,70coo 30egd,,Coontail,0.7,Egeria,0.3,,,,,,
189,Egeria,0.9,Tule,0.1,Coontail,0.1,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,8.5,No,11/1/2007,10:56:10am,38.0433839,-121.5335329,EGD75ALG20COO5,,Egeria,0.75,Algae,0.2,Coontail,0.05,,,,
4,Egeria,0.7,Tule,0.1,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,1,1.5,Yes,11/1/2007,09:03:38am,38.00355235,-121.578237,egd100,,Egeria,1,,,,,,,,
5,Egeria,0.7,Tule,0.1,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,1,2.75,Yes,11/1/2007,09:13:01am,38.00298155,-121.576208,egd100,,Egeria,1,,,,,,,,
77,Egeria,0.9,Tule,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,3,5.75,No,10/29/2007,03:32:11pm,38.04702029,-121.6593243,egd100,,Egeria,1,,,,,,,,
193,Egeria,0.9,Tule,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,1.5,6.5,Yes,11/1/2007,11:25:21am,38.03013204,-121.5231424,EGD100,,Egeria,1,,,,,,,,
488,Egeria,0.7,Tule,0.1,,,,,,,,,,L (10-15m),M (5-10m),side,,No,,2,,No,10/30/2007,01:06:51pm,38.05239226,-121.5035205,100 eg,,Egeria,1,,,,,,,,
513,Egeria,0.9,Tule,0.1,,,,,,,,,,L (10-15m),L (10-15m),center,,No,,0,2.75,Yes,11/1/2007,09:17:44am,38.06545993,-121.5383605,eg100,,Egeria,1,,,,,,,,
535,Egeria,0.9,Tule,0.1,,,,,,,,,,S (3-5m),S (3-5m),side,,Yes,,1.25,4,No,10/30/2007,11:19:09am,38.02232942,-121.515349,100eg,,Egeria,1,,,,,,,,
539,Egeria,0.9,Tule,0.1,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,1,2.5,Yes,10/30/2007,01:31:42pm,38.03107111,-121.5236741,100eg,,Egeria,1,,,,,,,,
598,Egeria,0.7,Tule,0.1,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,,,No,10/29/2007,11:12:19am,38.00678835,-121.4621964,100 eg,,Egeria,1,,,,,,,,
199,Egeria,0.9,Watermilfoil,0.1,Algae,0.9,Coontail,0.1,,,,,,XL (>15m),XL (>15m),center,,No,,0.5,8.25,No,11/1/2007,02:48:41pm,38.03732654,-121.5231252,EGD100,,Egeria,1,,,,,,,,
203,Egeria,0.7,Watermilfoil,0.3,Algae,0.5,,,,,,,,XL (>15m),L (10-15m),center,,No,,0.5,9,No,11/1/2007,03:08:58pm,38.05289789,-121.5202577,MIL60EGD40,,Watermilfoil,0.6,Egeria,0.4,,,,,,
234,Egeria,0.9,Watermilfoil,0.1,Algae,0.7,,,,,,,,XL (>15m),XL (>15m),center,,No,,1,4,Yes,11/1/2007,11:56:37am,38.01865134,-121.5172698,EGD100,,Egeria,1,,,,,,,,
243,Egeria,0.9,Watermilfoil,0.1,Algae,0.1,Coontail,0.1,,,,,,XL (>15m),L (10-15m),center,,Yes,,1.25,3,Yes,10/29/2007,09:25:10am,38.01556097,-121.7371731,EGD50COO50,,Egeria,0.5,Coontail,0.5,,,,,,
347,Egeria,0.7,Watermilfoil,0.3,Algae,0.1,Coontail,0.1,,,,,,XL (>15m),M (5-10m),,,Yes,,,2,Yes,10/31/2007,08:36:58am,38.04550546,-121.3809744,MIL60EGD10COO30,,Watermilfoil,0.6,Egeria,0.1,Coontail,0.3,,,,
395,Egeria,0.5,Watermilfoil,0.5,Algae,0.1,,,,,,,,L (10-15m),M (5-10m),,,No,,1,10,No,10/31/2007,01:43:26pm,38.07496493,-121.4687948,MIL80EGD20,,Watermilfoil,0.8,Egeria,0.2,,,,,,
465,Egeria,0.5,Watermilfoil,0.1,Algae,0.1,,,,,,,,L (10-15m),S (3-5m),center,,No,,1.5,8,No,10/29/2007,01:53:10pm,38.08750861,-121.5357546,100 eg,,Egeria,1,,,,,,,,
570,Egeria,0.5,Watermilfoil,0.1,Algae,0.1,,,,,,,,XL (>15m),M (5-10m),center,,No,,1,4,Yes,11/1/2007,11:19:40am,38.10739596,-121.6008799,mil10 alg10 egd80,,Watermilfoil,0.1,Algae,0.1,Egeria,0.8,,,,
572,Egeria,0.5,Watermilfoil,0.1,Algae,0.1,,,,,,,,XL (>15m),S (3-5m),center,,No,,2,4,Yes,11/1/2007,11:30:56am,38.10585201,-121.59724,egd85 alg15,,Egeria,0.85,Algae,0.15,,,,,,
429,Egeria,0.9,Watermilfoil,0.1,Cabomba,0.1,,,,,,,,XL (>15m),XL (>15m),center,,No,,2.5,5.25,Yes,11/1/2007,01:53:33pm,38.10099145,-121.5626992,egd90 mil cab 10,,Egeria,0.9,Watermilfoil,0.05,Cabomba,0.05,,,,
238,Egeria,0.7,Watermilfoil,0.3,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,No,,1.5,9,No,11/1/2007,02:06:05pm,37.99200226,-121.509341,MIL70EGD10COO10ALG10,,Watermilfoil,0.7,Egeria,0.1,Coontail,0.1,Algae,0.1,,
272,Egeria,0.9,Watermilfoil,0.1,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,2.75,Yes,10/29/2007,01:09:31pm,38.01209389,-121.7271667,EGD97COO3,,Egeria,0.97,Coontail,0.03,,,,,,
363,Egeria,0.3,Watermilfoil,0.1,Coontail,0.1,,,,,,0.5,,M (5-10m),S (3-5m),,,Yes,,,6,No,10/31/2007,09:40:55am,38.04325743,-121.3709985,COO90EGD10,,Coontail,0.9,Egeria,0.1,,,,,,
491,Egeria,0.5,Watermilfoil,0.5,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,No,,1,,No,10/30/2007,01:24:11pm,38.05122451,-121.5024321,40 eg 40 mil 20 coon,,Egeria,0.4,Watermilfoil,0.4,Coontail,0.2,,,,
510,Egeria,0.9,Watermilfoil,0.1,Coontail,0.1,,,,,,,,L (10-15m),M (5-10m),side,,No,,0.25,6,Yes,11/1/2007,08:57:05am,38.06187091,-121.5340904,eg100,,Egeria,1,,,,,,,,
228,Egeria,0.5,Watermilfoil,0.5,Curlyleaf,0.1,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,4,Yes,10/31/2007,02:26:55pm,38.08417912,-121.6473293,EGD40MIL40CPW20,,Egeria,0.4,Watermilfoil,0.4,Curlyleaf,0.2,,,,
271,Egeria,0.7,Watermilfoil,0.3,Curlyleaf,0.1,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,2,No,10/29/2007,01:05:14pm,38.01265174,-121.7284085,EGD95CPW5,,Egeria,0.95,Curlyleaf,0.05,,,,,,
246,Egeria,0.9,Watermilfoil,0.1,Elodea,0.1,Coontail,0.1,,,,,,XL (>15m),XL (>15m),center,,Yes,,0.75,1.5,Yes,10/29/2007,10:34:12am,38.01780597,-121.7351698,EGD40ELO40MIL10COO10,,Egeria,0.4,Elodea,0.4,Watermilfoil,0.1,Coontail,0.1,,
631,Egeria,0.7,Watermilfoil,0.1,Mixed,0.1,,,,,,,,XL (>15m),XL (>15m),range finder,,No,,0,,No,10/30/2007,02:45:09pm,38.03296969,-121.4724337,100 eg cpw cab,,Egeria,1,,,,,,,,
359,Egeria,0.5,Watermilfoil,0.5,Sago,0.01,,,,,,,,L (10-15m),M (5-10m),,,Yes,,,3,Yes,10/31/2007,09:21:24am,38.04462262,-121.3729082,MIL70EGD25PWD5,,Watermilfoil,0.7,Egeria,0.25,Sago,0.05,,,,
188,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,8,No,11/1/2007,10:51:45am,38.04537505,-121.5353429,EGD100,,Egeria,1,,,,,,,,
196,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,1.5,4,Yes,11/1/2007,12:57:20pm,38.01400155,-121.5176078,EGD100,,Egeria,1,,,,,,,,
233,Egeria,0.7,Watermilfoil,0.3,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,1,3,Yes,11/1/2007,11:38:42am,38.02581113,-121.5261125,EGD90MIL10,,Egeria,0.9,Watermilfoil,0.1,,,,,,
267,Egeria,0.7,Watermilfoil,0.3,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0.75,2.75,Yes,10/29/2007,11:05:23am,38.01603018,-121.7348727,EGD100,,Egeria,1,,,,,,,,
353,Egeria,0.7,Watermilfoil,0.3,,,,,,,,0.5,,M (5-10m),S (3-5m),,,Yes,,,2.75,Yes,10/31/2007,09:00:10am,38.0464144,-121.3744895,EGD80MIL12ALG8,,Egeria,0.8,Watermilfoil,0.12,Algae,0.08,,,,
357,Egeria,0.7,Watermilfoil,0.1,,,,,,,,0.3,,M (5-10m),M (5-10m),,,Yes,,,3,Yes,10/31/2007,09:15:27am,38.04524403,-121.3731276,EGD60MIL40,,Egeria,0.6,Watermilfoil,0.4,,,,,,
358,Egeria,0.5,Watermilfoil,0.1,,,,,,,,0.3,,L (10-15m),M (5-10m),,,Yes,,,4.5,Yes,10/31/2007,09:18:41am,38.0447931,-121.3729351,EGD80MIL20,,Egeria,0.8,Watermilfoil,0.2,,,,,,
383,Egeria,0.5,Watermilfoil,0.3,,,,,,,,0.3,,M (5-10m),S (3-5m),,,Yes,,,4.5,No,10/31/2007,11:00:25am,38.04322588,-121.3733102,EGD100,,Egeria,1,,,,,,,,
443,Egeria,0.3,Watermilfoil,0.3,,,,,,,,0.3,,L (10-15m),M (5-10m),center,,No,,1,3,Yes,10/29/2007,09:29:11am,37.99856426,-121.4268853,60 eg 40 mil,,Egeria,0.6,Watermilfoil,0.4,,,,,,
446,Egeria,0.5,Watermilfoil,0.1,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,2,3,Yes,10/29/2007,09:42:18am,37.99657324,-121.4282842,70 eg 30 mil,,Egeria,0.7,Watermilfoil,0.3,,,,,,
451,Egeria,0.3,Watermilfoil,0.3,,,,,,,,0.3,,XL (>15m),M (5-10m),center,,No,,1,2.5,Yes,10/29/2007,10:37:36am,38.00927377,-121.4451067,60 eg 40 mil,,Egeria,0.6,Watermilfoil,0.4,,,,,,
455,Egeria,0.7,Watermilfoil,0.1,,,,,,,,,,L (10-15m),S (3-5m),side,,No,,1,2.25,Yes,10/29/2007,11:26:01am,38.00431763,-121.4601893,65 eg 35 mil,,Egeria,0.65,Watermilfoil,0.35,,,,,,
459,Egeria,0.5,Watermilfoil,0.1,,,,,,,,0.1,,L (10-15m),M (5-10m),range finder,,No,,0,2.5,Yes,10/29/2007,01:04:05pm,38.0614891,-121.4999519,50 eg 50 mil,,Egeria,0.5,Watermilfoil,0.5,,,,,,
478,Egeria,0.5,Watermilfoil,0.5,,,,,,,,,,M (5-10m),M (5-10m),center,,Yes,,4,4.5,No,10/30/2007,09:04:53am,38.04084463,-121.4389099,100 mil,,Watermilfoil,1,,,,,,,,
482,Egeria,0.3,Watermilfoil,0.5,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,5,6,No,10/30/2007,09:41:00am,38.04429907,-121.447104,50 eg 50 mil,,Egeria,0.5,Watermilfoil,0.5,,,,,,
511,Egeria,0.7,Watermilfoil,0.5,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,0,1.5,Yes,11/1/2007,09:05:34am,38.06311239,-121.5342572,eg90 mil10,,Egeria,0.9,Watermilfoil,0.1,,,,,,
512,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,0,4.5,Yes,11/1/2007,09:11:35am,38.06441628,-121.537365,no rake photo,,,,,,,,,,,
518,Egeria,0.7,Watermilfoil,0.5,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,0.5,4,No,11/1/2007,12:16:08pm,38.0661234,-121.459014,eg100,,Egeria,1,,,,,,,,
522,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,S (3-5m),S (3-5m),center,,Yes,,2,4.5,No,10/30/2007,08:18:02am,37.994252,-121.5066274,90eg 10mil,,Egeria,0.9,Watermilfoil,0.1,,,,,,
525,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,M (5-10m),M (5-10m),center,,Yes,,3,4.5,Yes,10/30/2007,09:14:15am,37.99746608,-121.5108257,100eg,,Egeria,1,,,,,,,,
526,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,S (3-5m),S (3-5m),center,,Yes,,2,4,Yes,10/30/2007,09:23:44am,37.99769594,-121.510791,100eg,,Egeria,1,,,,,,,,
527,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,S (3-5m),S (3-5m),side,,Yes,,3,4.5,No,10/30/2007,10:03:38am,38.00781369,-121.5101954,100eg,,Egeria,1,,,,,,,,
533,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,M (5-10m),S (3-5m),center,,Yes,,1.5,5,No,10/30/2007,11:05:12am,38.00763576,-121.5138039,100eg,,Egeria,1,,,,,,,,
534,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,1.5,2.5,Yes,10/30/2007,11:13:18am,38.00878668,-121.5146715,100eg,,Egeria,1,,,,,,,,
540,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,M (5-10m),S (3-5m),side,,No,,2,6,No,10/30/2007,01:41:49pm,38.03898035,-121.5267939,100eg,,Egeria,1,,,,,,,,
569,Egeria,0.7,Watermilfoil,0.1,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,2,3,Yes,11/1/2007,11:16:26am,38.10779397,-121.6022159,egd80 alg20,,Egeria,0.8,Algae,0.2,,,,,,
571,Egeria,0.7,Watermilfoil,0.1,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,2,10,Yes,11/1/2007,11:24:33am,38.10701554,-121.5995399,egd70 alg30,,Egeria,0.7,Algae,0.3,,,,,,
576,Egeria,0.7,Watermilfoil,0.1,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,3.5,7,Yes,11/1/2007,12:52:52pm,38.104728,-121.5940133,egd60 alg40,,Egeria,0.6,Algae,0.4,,,,,,
580,Egeria,0.7,Watermilfoil,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0,4.75,Yes,11/1/2007,02:48:14pm,38.11476135,-121.5833388,egd100,,Egeria,1,,,,,,,,
588,Egeria,0.7,Watermilfoil,0.1,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,1.5,4,Yes,11/1/2007,04:15:01pm,38.06654528,-121.5616396,egd100,,Egeria,1,,,,,,,,
599,Egeria,0.3,Watermilfoil,0.3,,,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,1,2,No,10/29/2007,11:17:51am,38.00642267,-121.4604956,50 eg 50 mil,,Egeria,0.5,Watermilfoil,0.5,,,,,,
607,Egeria,0.7,Watermilfoil,0.1,,,,,,,,,,M (5-10m),M (5-10m),center,,Yes,,2,3.75,No,10/30/2007,08:34:43am,38.04282202,-121.4365853,100 eg,,Egeria,1,,,,,,,,
611,Egeria,0.7,Watermilfoil,0.1,,,,,,,,,,M (5-10m),M (5-10m),center,,Yes,,4,4.5,No,10/30/2007,08:59:08am,38.04138553,-121.4388711,100 eg,,Egeria,1,,,,,,,,
635,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,XL (>15m),L (10-15m),side,,No,,0,4,No,10/31/2007,08:08:43am,38.07242008,-121.3991437,no rakte photo,,,,,,,,,,,
638,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,0.25,6,Yes,10/31/2007,08:46:56am,38.07965371,-121.4156565,no rake photo,,,,,,,,,,,
639,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0.5,7,Yes,10/31/2007,08:53:16am,38.0827592,-121.4156358,no rake photo,,,,,,,,,,,
644,Egeria,0.9,Watermilfoil,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0.25,2.5,No,10/31/2007,09:32:26am,38.08702129,-121.4011135,no rake photo,,,,,,,,,,,
648,Egeria,0.9,Watermilfoil,0.3,,,,,,,,,,L (10-15m),L (10-15m),center,,No,,1,6,Yes,10/31/2007,10:58:08am,38.08053779,-121.4449942,eg100,,Egeria,1,,,,,,,,
649,Egeria,0.7,Watermilfoil,0.5,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,1,11,No,10/31/2007,01:31:47pm,38.08549913,-121.5047723,eg100,,Egeria,1,,,,,,,,
