SampleID_key,SampleID_frp,VisitNo,QAQC,GearType,GearTypeAbbreviation,Habitat,SeineCode,TowDirection,HabitatMorphology,DepthOfWater,CableOut,LengthOfTrawl,Width,Netter,StartTime,EndTime,Duration,PercentOpen,DepthOfSample,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd,NetMeterSerial,NetMeterStart,NetMeterEnd,Volts,DutyCycle,Amps,PulseRate,VolumeEstimated,SeineDeploymentType,GearDetail,Silt,Sand,Gravel,Cobble,Boulder,Organics,MassOfStandardLow,MassOfStandardHigh,QuestionableData,VegetationInSample,FlowType,DragMethod,NetNumber,CodEnd,GpsUnit,GpsAccuracy,Comments
4329,ZooTow1-14Mar2016form,1214,false,Trawl,MACOBL,, , 3= unknown, , 16,50,, ,,08:27,08:37, 10, , , 38.31228, 121.69256, 38.30988, 121.69268, 27304,66707,76795,,,, ,58.1, , , , , , , , , , , false, false, ,,, , , , 1/2 of zooplankton preserved in formalin and the other half in 95%ETOH
4330,ZooTow2-14Mar2016eth,1215,false,Trawl,MACOBL,, , 3= unknown, , 6,10,, ,,09:04,09:09, 5, , , 38.32512, 121.68423, 38.32478, 121.68146, 27304,78957,82207,,,, ,24.7, , , , , , , , , , , false, false, ,,, , , , 
4331,ZooTow2-14Mar2016form,1215,false,Trawl,MACOBL,, , 3= unknown, , 6,10,, ,,09:04,09:09, 5, , , 38.32512, 121.68423, 38.32478, 121.68146, 27304,78957,82207,,,, ,58.1, , , , , , , , , , , false, false, ,,, , , , 
4332,ZooTow3-14Mar2016eth,1216,false,Trawl,MACOBL,, , 3= unknown, , 14,40,, ,,09:36,09:46, 10, , , 38.33617, 121.67377, 38.33598, 121.67046, 27304,82207,94987,,,, ,70.7, , , , , , , , , , , false, false, ,,, , , , 
4333,ZooTow3-14Mar2016form,1216,false,Trawl,MACOBL,, , 3= unknown, , 14,40,, ,,09:36,09:46, 10, , , 38.33617, 121.67377, 38.33598, 121.67046, 27304,82207,94987,,,, ,54.9, , , , , , , , , , , false, false, ,,, , , , 
4334,ZooTow4-14Mar2016eth,1217,false,Trawl,MACOBL,, , 3= unknown, , 7,20,, ,,10:20,10:30, 10, , , 38.34982, 121.64542, 38.35006, 121.65078, 27304,94987,101154,,,, ,54.2, , , , , , , , , , , false, false, ,,, , , , 
4335,ZooTow4-14Mar2016form,1217,false,Trawl,MACOBL,, , 3= unknown, , 7,20,, ,,10:20,10:30, 10, , , 38.34982, 121.64542, 38.35006, 121.65078, 27304,94987,101154,,,, ,58.1, , , , , , , , , , , false, false, ,,, , , , 
4336,ZT10-28APR2016,1290,false,Trawl,MACOBL,, , 3= unknown, , 23,60,, ,,14:20,14:30, 10, , , 38.25269, 121.65633, 38.24689, 121.65894, 27302,628494,646172,,,, ,68.7, , , , , , , , , , , false, false, ,,, , , , UNID - Fish too mangled for ID
4337,ZT1-28APR2016,1281,false,Trawl,MACOBL,, , 3= unknown, , 21,50,, ,,08:25,08:35, 10, , , 38.31151, 121.69286, 38.31528, 121.69279, 27302,547481,559158,,,, ,59.1, , , , , , , , , , , false, false, ,,, , , , 
4338,ZT2-28APR2016,1282,false,Trawl,MACOBL,, , 3= unknown, , 4,10,, ,,09:10,09:12, 2, , , 38.325, 121.68411, 38.3249, 121.68295, 27302,559158,561579,,,, ,13.1, , , , , , , , , , , false, false, ,,, , , , 
4339,ZT3-28APR2016,1283,false,Trawl,MACOBL,, , 3= unknown, , 10,30,, ,,09:37,09:47, 10, , , 38.33615, 121.67493, 38.33613, 121.67112, 27302,561579,573038,,,, ,62, , , , , , , , , , , false, false, ,,, , , , 
4340,ZT4-28APR2016,1284,false,Trawl,MACOBL,, , 3= unknown, , 4,10,, ,,10:44,10:54, 10, , , 38.34999, 121.64767, 38.35009, 121.6524, 27302,573038,584171,,,, ,56.7, , , , , , , , , , , false, false, ,,, , , , 
4341,ZT5-28APR2016,1285,false,Trawl,MACOBL,, , 3= unknown, , 15,40,, ,,11:13,11:23, 10, , , 38.35179, 121.64395, 38.34669, 121.64579, 27302,584171,596511,,,, ,67.1, , , , , , , , , , , false, false, ,,, , , , UNID - 3 fish too mangled for ID
4342,ZT6-28APR2016,1286,false,Trawl,MACOBL,, , 3= unknown, , 14,40,, ,,11:59,12:09, 10, , , 38.30402, 121.66704, 38.29906, 121.66718, 27302,596511,604222,,,, ,27.3, , , , , , , , , , , false, false, ,,, , , , UNID - Fish too mangled for ID
4343,ZT7-28APR2016,1287,false,Trawl,MACOBL,, , 3= unknown, , 25,67,, ,,12:54,12:59, 5, , , 38.28361, 121.66479, 38.28083, 121.665, 27302,596511,607471,,,, ,14.6, , , , , , , , , , , false, false, ,,, , , , 
4344,ZT8-28APR2016,1288,false,Trawl,MACOBL,, , 3= unknown, , 17,50,, ,,13:26,13:36, 10, , , 38.24114, 121.66391, 38.24157, 121.66338, 27302,607471,617707,,,, ,58.5, , , , , , , , , , , false, false, ,,, , , , UNID - Found 8 fish bodies
4345,ZT9-28APR2016,1289,false,Trawl,MACOBL,, , 3= unknown, , 12,30,, ,,13:53,14:03, 10, , , 38.24464, 121.66337, 38.24195, 121.6659, 27302,617707,628494,,,, ,62, , , , , , , , , , , false, false, ,,, , , , +1 STRBAS - Only found body
5021,MAC1-GB-06SEP2019,3021,false,Trawl,MAC,, , 2= against flow, , 3.5,,, ,,10:30,10:40, 10, , , 38.13346, 121.99997, 38.12761, 121.99843, 28945,402732,424197,,,, ,, , , , , , , , , , , false, false, ,,, , , , No veg in sample
5022,ZOOP1-GB-06SEP2019,3021,true,Trawl,ZOOP,, , 2= against flow, , 3.5,,, ,,10:30,10:35, 5, , , 38.13346, 121.99997, 38.13057, 121.99865, 26639,184380,192113,,,, ,, , , , , , , , , , , false, true, ,,, , , , Site level vegetation: Pelagic 100% Samples not entered to database: PHY1-GB-09June2019 GPS 38.13346 121.99997  NUT1-GP-06JUN-2019 GPS 38.13346 121.99997  Sonde #: blank
5048,BEASEI5-23SEP2019,3062,false,Seine,BEASEI,, 1. No twists; snags; or tears, , , 1,,12, 15,,13:28,, , , , 38.23373, 121.67016, , , ,,,,,, ,180, Crew Members, , , , , , , , , , false, true, ,,, , , , Little veg in sample. MISSLE volumetric count. Estimate 218=1.25 cups or 10oz and total of 5 cups.
5050,LAMOPE3-27JUN2019,3063,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.8,,, ,,09:30,, , , , 38.2445, 121.66357, , , ,,,,,, ,, Boat, , , , , , , , , , true, false, ,,, , , , 
5061,LAMOPE4-27JUN2019,3081,true,Seine,LAMOPE,, 3. Complete twist; snag; or large tear, , , 2.4,,, ,,10:30,, , , , 38.28539, 121.7189, , , ,,,,,, ,, Boat, , , , , , , , , , true, true, ,,, , , , net cought in prop- 12ft tear in 6" mesh net fished with large hole. 1 MISSLE ~25mm tossed overboard
5062,BEASEI1-12AUG2019,3082,true,Seine,BEASEI,, 2. Partial twist; snag; or tear, , , 0.9,,15, 12,,08:46,, , , , 38.03733, 121.87766, , , ,,,,,, ,162, Crew Members, , , , , , , , , , false, true, ,,, , , , 
5065,LAMOPE3-24SEP2019,3085,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 3.3,,, ,,09:05,, , , , 38.24495, 121.66325, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5066,LAMOPE1-25SEP2019,3086,true,Seine,LAMOPE,, , , , 0.5,,, ,,08:50,, , , , 38.1797, 121.91525, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5067,LAMOPE2-25SEP2019,3087,true,Seine,LAMOPE,, , , , 0.8,,, ,,09:04,, , , , 38.17974, 121.91672, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5068,LAMOPE3-25SEP2019,3088,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 6.1,,, ,,09:17,, , , , 38.18075, 121.92139, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5069,BEASEI2-12AUG2019,3089,false,Seine,BEASEI,, 2. Partial twist; snag; or tear, , , 0.9,,10, 11,,10:25,, , , , 38.03611, 121.87505, , , ,,,,,, ,99, Crew Members, , , , , , , , , , false, true, ,,, , , , 
5070,LAMOPE1-12AUG2019,3090,false,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 4.6,,, ,,11:18,, , , , 38.03218, 121.83863, , , ,,,,,, ,, Crew Members, , , , , , , , , , false, false, ,,, , , , 
5071,LAMOPE2-12AUG2019,3091,true,Seine,LAMOPE,, , , , 4.1,,, ,,11:31,, , , , 38.03637, 121.84264, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5072,BEASEI6-23SEP2019,3083,false,Seine,BEASEI,, 1. No twists; snags; or tears, , , 0.9,,7, 13,,14:21,, , , , 38.27892, 121.63893, , , ,,,,,, ,81.9, Crew Members, , , , , , , , , , false, true, ,,, , , , Veg species corrected from EDLODA to ELODIA.
5073,BEASEI1-23SEP2019,3061,true,Seine,BEASEI,, 3. Complete twist; snag; or large tear, , , 0.2,,4, 6,,09:12,, , , , 38.32427, 121.6785, , , ,,,,,, ,, Crew Members, , , , , , , , , , false, true, ,,, , , , 
5074,LAMOPE3-12AUG2019,3092,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.4,,, ,,11:50,, , , , 38.04943, 121.84784, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5075,LAMOPE4-12AUG2019,3093,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 4.1,,, ,,12:18,, , , , 38.04631, 121.86822, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5076,LAMOPE5-12AUG2019,3094,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 3.3,,, ,,12:40,, , , , 38.03852, 121.86923, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5077,LAMOPE6-12AUG2019,3095,false,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 4,,, ,,12:53,, , , , 38.03923, 121.85799, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5078,LAMOPE7-12AUG2019,3096,false,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 5.5,,, ,,13:24,, , , , 38.05875, 121.90566, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5081,BEASEI1-22AUG2019,3101,true,Seine,BEASEI,, 1. No twists; snags; or tears, , , 0.9,,10, 15,,08:08,, , , , 38.23382, 121.67002, , , ,,,,,, ,67.5, Crew Members, , , , , , , , , , false, true, ,,, , , , 
5083,LAMOPE8-16OCT2019,3103,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 4.3,,, ,,12:36,, , , , 38.03709, 121.84316, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5084,LAMOPE1-11OCT2019,3104,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.1,,, ,,08:46,, , , , 38.12939, 122.02341, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5108,LAMOPE3-11OCT2019,3106,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.5,,, ,,09:48,, , , , 38.11277, 121.99739, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5109,LAMOPE2-11OCT2019,3105,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.1,,, ,,09:06,, , , , 38.13087, 122.00368, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5110,LAMOPE7-11OCT2019,3107,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 3.2,,, ,,11:34,, , , , 38.18233, 121.92525, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5111,LAMOPE8-11OCT2019,3108,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.2,,, ,,11:59,, , , , 38.18154, 121.91518, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5115,LAMOPE10-11OCT2019,3109,true,Seine,LAMOPE,, 2. Partial twist; snag; or tear, , , 1.2,,, ,,12:17,, , , , 38.17739, 121.91642, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5116,LAMOPE11-11OCT2019,3110,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.5,,, ,,12:33,, , , , 38.17596, 121.91483, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5117,LAMOPE9-11OCT2019,3111,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.4,,, ,,12:09,, , , , 38.17964, 121.91535, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5118,LAMOPE12-11OCT2019,3112,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.4,,, ,,12:44,, , , , 38.17609, 121.91159, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5119,LAMOPE4-11OCT2019,3113,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 3.2,,, ,,10:00,, , , , 38.07516, 122.01535, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5120,LAMOPE5-11OCT2019,3114,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.1,,, ,,10:30,, , , , 38.079, 122.01495, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5121,LAMOPE6-11OCT2019,3115,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.5,,, ,,10:39,, , , , 38.07943, 122.0154, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5122,LAMOPE8-29OCT2019,3117,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.1,,, ,,10:27,, , , , 38.37052, 121.63536, , , ,,,,,, ,, Drag & Drop End, , , , , , , , , , false, false, ,,, , , , Drag & Drop listed as deployment method on data sheet. Based on GPS location and discussion with Dave C. changed to Drag & Drop End - ED 24AUG2021. Length and Width missing from datasheet
5123,LAMOPE9-29OCT2019,3118,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 0.9,,10.8, 22.7,,11:31,, , , , 38.36056, 121.64032, , , ,,,,,, ,, Drag & Drop Middle, , , , , , , , , , false, false, ,,, , , , Drag & Drop listed as deployment type. Location is not at the end of the channel; drag & drop middle was the deployment type due to location within the site - ED 24AUG2021
5124,LAMOPE1-16OCT2019,3119,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 3.4,,, ,,08:36,, , , , 38.0546, 121.93279, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5125,LAMOPE2-16OCT2019,3120,true,Seine,LAMOPE,, , , , 2.4,,, ,,08:49,, , , , 38.0561, 121.931, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5126,BEASEI2-16OCT2019,3121,true,Seine,BEASEI,, 1. No twists; snags; or tears, , , 0.8,,9.7, 11,,10:35,, , , , 38.03301, 121.86732, , , ,,,,,, ,, Crew Members, , , , , , , , , , false, true, ,,, , , , 
5127,BEASEI1-16OCT2019,3122,true,Seine,BEASEI,, 1. No twists; snags; or tears, , , 0.8,,9, 15,,09:59,, , , , 38.03273, 121.86323, , , ,,,,,, ,, Crew Members, , , , , , , , , , false, false, ,,, , , , 
5136,LAMOPE3-16OCT2019,3123,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 3.9,,, ,,09:27,, , , , 38.06888, 121.91143, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5137,LAMOPE5-16OCT2019,3124,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.4,,, ,,11:34,, , , , 38.03975, 121.86986, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5138,LAMOPE4-16OCT2019,3125,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.7,,, ,,11:22,, , , , 38.04753, 121.87087, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5139,LAMOPE6-16OCT2019,3126,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 3,,, ,,11:54,, , , , 38.03848, 121.86302, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5140,LAMOPE7-16OCT2019,3127,false,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.6,,, ,,12:26,, , , , 38.03322, 121.8395, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5141,LAMOPE9-16OCT2019,3128,true,Seine,LAMOPE,, 2. Partial twist; snag; or tear, , , 1.6,,, ,,13:02,, , , , 38.04754, 121.84882, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , Code 2: net not fully deployed
5142,BEASEI3-22AUG2019,3129,false,Seine,BEASEI,, 1. No twists; snags; or tears, , , 0.8,,2, 7,,10:00,, , , , 38.37065, 121.63541, , , ,,,,,, ,5.6, Crew Members, , , , , , , , , , false, false, ,,, , , , 
5143,BEASEI4-22AUG2019,3130,true,Seine,BEASEI,, 1. No twists; snags; or tears, , , 0.7,,5, 6,,10:30,, , , , 38.36702, 121.63715, , , ,,,,,, ,10.5, Crew Members, , , , , , , , , , false, true, ,,, , , , 
5144,BEASEI5-22AUG2019,3131,true,Seine,BEASEI,, 1. No twists; snags; or tears, , , 0.9,,7, 15,,10:41,, , , , 38.36067, 121.64014, , , ,,,,,, ,47.3, Crew Members, , , , , , , , , , false, true, ,,, , , , 
5145,BEASEI6-22AUG2019,3132,true,Seine,BEASEI,, 2. Partial twist; snag; or tear, , , 0.7,,7, 5,,12:06,, , , , 38.32927, 121.67857, , , ,,,,,, ,12.3, Crew Members, , , , , , , , , , false, true, ,,, , , , Lumpy substrate = Code 2
5146,BEASEI7-22AUG2019,3133,true,Seine,BEASEI,, 2. Partial twist; snag; or tear, , , 0.7,,5, 7,,12:41,, , , , 38.29506, 121.69341, , , ,,,,,, ,12.3, Crew Members, , , , , , , , , , false, true, ,,, , , , Small twist in cod end
5147,LAMOPE1-26AUG2019,3134,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.2,,, ,,08:42,, , , , 38.04268, 121.84591, , , ,,,,,, ,130.7, Boat, , , , , , , , , , true, true, ,,, , , , 
5148,LAMOPE2-26AUG2019,3135,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2,,, ,,09:27,, , , , 38.05129, 121.84866, , , ,,,,,, ,204.7, Boat, , , , , , , , , , false, true, ,,, , , , 
5149,LAMOPE3-26AUG2019,3136,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.2,,, ,,09:48,, , , , 38.04636, 121.84751, , , ,,,,,, ,130.7, Boat, , , , , , , , , , false, true, ,,, , , , 
5150,LAMOPE4-26AUG2019,3137,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.3,,, ,,10:40,, , , , 38.04581, 121.87257, , , ,,,,,, ,231.6, Boat, , , , , , , , , , false, true, ,,, , , , 
5151,LAMOPE5-26AUG2019,3138,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.1,,, ,,11:03,, , , , 38.03907, 121.85751, , , ,,,,,, ,212.9, Boat, , , , , , , , , , false, true, ,,, , , , 
5152,LAMOPE6-26AUG2019,3139,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.7,,, ,,11:22,, , , , 38.03917, 121.85801, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5153,LAMOPE1-27AUG2019,3140,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.1,,, ,,08:20,, , , , 38.0965, 121.5894, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5154,LAMOPE2-27AUG2019,3141,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.1,,, ,,09:02,, , , , 38.09735, 121.59142, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5155,LAMOPE3-27AUG2019,3142,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.4,,, ,,09:44,, , , , 38.09509, 121.59138, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5156,LAMOPE4-27AUG2019,3143,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.5,,, ,,10:42,, , , , 38.09167, 121.7101, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5157,LAMOPE5-27AUG2019,3144,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2,,, ,,11:21,, , , , 38.08437, 121.71405, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5158,LAMOPE6-27AUG2019,3145,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.2,,, ,,11:46,, , , , 38.08292, 121.72411, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5159,LAMOPE1-28AUG2019,3146,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.2,,, ,,08:25,, , , , 38.24536, 121.66261, , , ,,,,,, ,, Boat, , , , , , , , , , true, true, ,,, , , , 
5160,LAMOPE2-28AUG2019,3147,true,Seine,LAMOPE,, 2. Partial twist; snag; or tear, , , 1.7,,, ,,09:05,, , , , 38.24438, 121.6636, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5161,LAMOPE3-28AUG2019,3148,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.7,,, ,,09:34,, , , , 38.24091, 121.66513, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5162,LAMOPE4-28AUG2019,3149,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2,,, ,,10:29,, , , , 38.28632, 121.72045, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5163,LAMOPE5-28AUG2019,3150,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.9,,, ,,11:10,, , , , 38.2818, 121.69395, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5164,LAMOPE6-28AUG2019,3151,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 3.5,,, ,,11:24,, , , , 38.29171, 121.69325, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , No seine code listed; crossed out on datasheet. Nothing to indicate anything was wrong with sample; start and end time show that sample was taken; given a code 1- ED 24AUG2021
5165,LAMOPE7-28AUG2019,3152,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.9,,, ,,12:06,, , , , 38.32385, 121.68499, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5166,LAMOPE8-28AUG2019,3153,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.7,,, ,,12:41,, , , , 38.32708, 121.68505, , , ,,,,,, ,, Boat, , , , , , , , , , true, true, ,,, , , , 
5167,LAMOPE9-28AUG2019,3154,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 3.2,,, ,,13:06,, , , , 38.3291, 121.68163, , , ,,,,,, ,, Boat, , , , , , , , , , false, true, ,,, , , , 
5181,LAMOPE1-08AUG2019,3161,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.5,,, ,,08:33,, , , , 38.17665, 121.91544, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , Gear ID: LAM 01
5183,LAMOPE2-08AUG2019,3162,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.4,,, ,,08:47,, , , , 38.17595, 121.91462, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , Gear ID: LAM 01
5184,LAMOPE3-08AUG2019,3163,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 3,,, ,,09:09,, , , , 38.18144, 121.91091, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , Gear ID: LAM 01
5185,LAMOPE4-08AUG2019,3164,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.4,,, ,,09:19,, , , , 38.18141, 121.91229, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , Gear ID: LAM 01
5186,LAMOPE5-08AUG2019,3165,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.4,,, ,,09:32,, , , , 38.1829, 121.91187, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , Wakasagi - returned on ice for ID - confirmed by Lauren Damon 8/8/2019; Gear ID: LAM 01
5187,LAMOPE6-08AUG2019,3166,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.9,,, ,,09:56,, , , , 38.1827, 121.92489, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5188,LAMOPE7-08AUG2019,3167,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.4,,, ,,11:04,, , , , 38.11236, 122.01347, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , 
5189,LAMOPE8-08AUG2019,3168,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.1,,, ,,11:15,, , , , 38.11084, 122.00123, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , Wakasagi returned for ID - Confirmed by Lauren Damon 8-8-2019; Gear ID: LAM 01
5193,LAMOPE9-08AUG2019,3170,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.8,,, ,,11:28,, , , , 38.10894, 121.99817, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , Gear ID: LAM 01
5194,LAMOPE10-08AUG2019,3171,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 2.7,,, ,,12:26,, , , , 38.07756, 122.01352, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , Gear ID: LAM 01
5195,LAMOPE11-08AUG2019,3172,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.5,,, ,,12:37,, , , , 38.08004, 122.01698, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , Gear ID: LAM 01
5196,LAMOPE12-08AUG2019,3173,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 1.2,,, ,,13:01,, , , , 38.07664, 122.01378, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , Gear ID: LAM 01
5197,LAMOPE1-26SEP2019,3174,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 3.3,,, ,,08:40,, , , , 38.03973, 121.84457, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , Gear ID: 01
5198,LAMOPE2-26SEP2019,3175,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 3,,, ,,08:54,, , , , 38.05231, 121.84888, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , Gear ID: LAM01
5199,LAMOPE3-26SEP2019,3176,true,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 3,,, ,,09:04,, , , , 38.04733, 121.847, , , ,,,,,, ,, Boat, , , , , , , , , , false, false, ,,, , , , Gear ID: LAM01
5200,BEASEI1-26SEP2019,3177,true,Seine,BEASEI,, 1. No twists; snags; or tears, , , 0.7,,7, 15,,09:30,, , , , 38.03273, 121.8632, , , ,,,,,, ,, Crew Members, , , , , , , , , , false, true, ,,, , , , Estimated volume = 36.8. not included above because unknown how it was calculated or by whom. -ED 24AUG2021. Gear ID: BS02
5201,BEASEI2-26SEP2019,3178,true,Seine,BEASEI,, 1. No twists; snags; or tears, , , 0.8,,9, 15,,10:01,, , , , 38.03304, 121.8673, , , ,,,,,, ,54, Crew Members, , , , , , , , , , false, true, ,,, , , , Gear ID: BS02
